CXAIW,0.1945,-10.616,3201495.0,57,97822.0,10,47,3.0,Missing Data
DAVEW,0.16,-11.111,2041115.0,57,44379.0,4,57,0.0,Missing Data
DBGIW,13.08,-13.09,505063769.0,57,2808.0,1,29,3.0,Missing Data
DBRG^H,24.9,-0.718,0.0,57,3776.0,5,62,0.0,Missing Data
DBRG^I,24.3847,0.349,0.0,57,13149.0,5,62,0.0,Missing Data
DBRG^J,24.285,0.144,0.0,57,10793.0,5,62,0.0,Missing Data
DDT,26.01,-0.154,420813267.0,57,2309.0,1,42,0.0,Missing Data
DE,461.355,-0.345,126226644033.0,57,640072.0,7,68,0.0,Missing Data
DECAW,0.0502,-26.176,0.0,57,61915.0,4,20,2.0,Missing Data
DFLIW,0.017,-5.556,119242.0,57,3616.0,8,68,3.0,Missing Data
DHAIW,0.05,0.2,2027247.0,57,2220.0,6,81,0.0,Missing Data
DHCNI,15.24,0.727,3666357072.0,57,29261.0,9,125,0.0,Missing Data
DHCNL,15.86,1.536,3815513330.0,57,48725.0,9,125,0.0,Missing Data
DISTW,0.0291,21.25,0.0,10,1112.0,4,20,1.0,Missing Data
DLNG^A,25.6,0.655,0.0,21,370.0,5,62,0.0,Missing Data
DLNG^B,25.846,-1.011,0.0,21,4448.0,5,62,0.0,Missing Data
DLR^J,23.3365,-0.229,0.0,57,4687.0,5,62,0.0,Missing Data
DLR^K,24.902,0.492,0.0,57,20690.0,5,62,0.0,Missing Data
DLR^L,22.75,0.353,0.0,57,11884.0,5,62,0.0,Missing Data
DLY,16.45,-0.484,788708065.0,57,144736.0,4,72,4.0,Missing Data
DMN,0.91,-1.94,18898525.0,56,841728.0,10,47,0.0,Missing Data
DRH^A,25.79,0.272,0.0,57,8383.0,5,62,0.0,Missing Data
DRMAW,0.0088,0.0,17959.0,57,10.0,6,19,3.0,Missing Data
DRTSW,0.22,-12.0,15327535.0,28,16083.0,6,81,0.0,Missing Data
DSX^B,25.52,-0.7,0.0,21,5592.0,5,62,0.0,Missing Data
DSYWW,0.0322,-8.0,1837994.0,10,9285.0,1,41,0.0,Missing Data
DTB,19.39,-0.615,4015680363.0,57,10970.0,12,48,4.0,Missing Data
DTG,19.1993,-0.16,3976186281.0,57,24087.0,12,48,3.0,Missing Data
DTSQR,0.135,10.656,0.0,57,3544.0,5,62,0.0,Missing Data
DTSTW,0.5069,3.449,3555586.0,57,3325.0,10,47,0.0,Missing Data
DTW,22.77,-0.784,4715680343.0,57,35676.0,12,48,7.0,Missing Data
DUK^A,24.8499,-0.061,0.0,57,69840.0,5,62,0.0,Missing Data
DUKB,24.6724,-0.233,19058994889.0,57,34642.0,12,114,6.0,Missing Data
